"game_id","season","foul","qtr","home_team_id","away_team_id","leading_team","winner","success","home_game_fgpct","home_game_3pct","home_game_FTpct","away_game_fgpct","away_game_3pct","away_game_FTpct","clock_seconds","leading_fgpct","leading_3pct","leading_FTpct","opponent_fgpct","opponent_3pct","opponent_FTpct"
300216023,2010,1,4,"SAC","BOS","away","away",1,38.1,45,63.3,37.5,39.1,83.9,0.7,37.5,39.1,83.9,38.1,45,63.3
300227009,2010,1,4,"GS","DET","home","home",1,41.2,32.3,60,43,37.5,42.3,23.5,41.2,32.3,60,43,37.5,42.3
300308003,2010,1,4,"NO","GS","home","home",1,58.7,45.5,70.8,58.8,52,85.7,8.1,58.7,45.5,70.8,58.8,52,85.7
300322009,2010,1,4,"GS","PHX","away","away",1,50,33.3,81.1,53.6,56.5,76.9,4.3,53.6,56.5,76.9,50,33.3,81.1
300331029,2010,1,5,"MEM","DAL","away","away",1,40.9,31.6,64.5,42.7,39.3,76,9.7,42.7,39.3,76,40.9,31.6,64.5
300404002,2010,1,4,"BOS","CLE","home","home",1,48.8,61.5,81.6,51.3,41.2,65,11.5,48.8,61.5,81.6,51.3,41.2,65
300404028,2010,1,4,"TOR","GS","away","away",1,39.1,25,82.2,47.7,50,72,2.9,47.7,50,72,39.1,25,82.2
300411009,2010,1,4,"GS","SEA","home","home",1,50.6,57.1,78.8,42.3,42.9,83.3,9.8,50.6,57.1,78.8,42.3,42.9,83.3
301102027,2011,1,4,"WSH","PHI","away","home",0,47.4,50,83.7,55,26.7,79.3,6.2,55,26.7,79.3,47.4,50,83.7
301104022,2011,1,5,"POR","OKC","away","away",1,46.7,25,80,49.4,20,92.3,8.6,49.4,20,92.3,46.7,25,80
301108004,2011,1,4,"CHI","DEN","home","home",1,41.5,38.5,63.6,43.6,38.9,70.8,11,41.5,38.5,63.6,43.6,38.9,70.8
301115009,2011,1,4,"GS","DET","home","home",1,42.4,38.9,81.5,44.6,36.8,66.7,3.9,42.4,38.9,81.5,44.6,36.8,66.7
301126029,2011,1,4,"MEM","GS","home","home",1,52.5,53.3,82.8,48.8,45,87,11.6,52.5,53.3,82.8,48.8,45,87
301201017,2011,1,6,"BKN","SEA","home","away",0,46.2,50,81.3,42.6,41.7,78,5.4,46.2,50,81.3,42.6,41.7,78
301219025,2011,1,4,"SEA","PHX","away","away",1,42.9,28.6,82.6,57.5,33.3,83.3,6.8,57.5,33.3,83.3,42.9,28.6,82.6
301231002,2011,1,4,"BOS","NO","away","away",1,44.7,18.8,66.7,43.4,41.7,57.1,21,43.4,41.7,57.1,44.7,18.8,66.7
310122008,2011,1,4,"DET","PHX","home","home",1,35.8,30,82.4,40.5,25.9,77.8,8.1,35.8,30,82.4,40.5,25.9,77.8
310223022,2011,1,5,"POR","LAL","away","away",1,48.1,37.5,64,49.4,61.1,86.7,19.4,49.4,61.1,86.7,48.1,37.5,64
310311030,2011,1,4,"CHA","POR","home","home",1,42.9,41.7,86.7,45.1,33.3,56.3,3.4,42.9,41.7,86.7,45.1,33.3,56.3
310413021,2011,1,4,"PHX","SA","home","home",1,40.2,42.1,82.8,42.7,23.8,75.7,7.6,40.2,42.1,82.8,42.7,23.8,75.7
311225013,2012,1,4,"LAL","CHI","home","away",0,47.4,25,55,40.4,46.7,64.3,20.4,47.4,25,55,40.4,46.7,64.3
320104016,2012,1,4,"MIN","MEM","away","away",1,40.2,33.3,54.2,41.3,33.3,84,1.6,41.3,33.3,84,40.2,33.3,54.2
320110009,2012,1,5,"GS","MIA","home","home",1,40,33.3,86.7,45.9,18.2,65,20.2,40,33.3,86.7,45.9,18.2,65
320113028,2012,1,4,"TOR","IND","away","away",1,44.6,23.5,62.5,45.5,37.5,84.2,13.9,45.5,37.5,84.2,44.6,23.5,62.5
320121003,2012,1,4,"NO","DAL","away","away",1,36.7,10.5,65.6,40.5,15.4,75,1.8,40.5,15.4,75,36.7,10.5,65.6
320121008,2012,1,4,"DET","POR","home","home",1,44.8,46.7,84.4,42,15,83.3,5.2,44.8,46.7,84.4,42,15,83.3
320128030,2012,1,4,"CHA","WSH","away","away",1,47,36.4,58.6,52.6,54.5,76.2,2.4,52.6,54.5,76.2,47,36.4,58.6
320201026,2012,1,4,"UTAH","LAC","away","away",1,46.9,27.3,72.2,48.3,22.7,78.3,1.2,48.3,22.7,78.3,46.9,27.3,72.2
320220015,2012,1,4,"MIL","ORL","away","away",1,40.7,22.7,84.6,43.4,36.4,76,5.1,43.4,36.4,76,40.7,22.7,84.6
320228005,2012,1,4,"CLE","BOS","away","away",1,39.7,23.5,68,44.6,41.2,92.9,3.5,44.6,41.2,92.9,39.7,23.5,68
320320010,2012,1,4,"HOU","LAL","home","home",1,48.8,45,74.1,50.6,37.5,87.5,21.4,48.8,45,74.1,50.6,37.5,87.5
320323011,2012,1,4,"IND","PHX","away","away",1,51.9,63.6,90.9,48.8,29.4,70.3,11.8,48.8,29.4,70.3,51.9,63.6,90.9
320416026,2012,1,7,"UTAH","DAL","home","home",1,43.2,42.9,78.4,42.9,41.2,92,11.8,43.2,42.9,78.4,42.9,41.2,92
400277849,2013,1,5,"POR","HOU","home","home",1,51.2,40,72.4,46.6,36,83.9,21,51.2,40,72.4,46.6,36,83.9
400278058,2013,1,4,"NY","CLE","home","home",1,43.5,37.1,69.6,48.8,37.5,76.5,10,43.5,37.1,69.6,48.8,37.5,76.5
400278118,2013,1,5,"GS","LAL","away","away",1,44.7,34.5,86.7,45.8,33.3,78.6,8,45.8,33.3,78.6,44.7,34.5,86.7
400278498,2013,1,4,"BOS","CHI","home","home",1,36.8,33.3,83.3,36.5,17.6,70.6,6,36.8,33.3,83.3,36.5,17.6,70.6
400278562,2013,1,5,"UTAH","BOS","away","away",1,44.3,47.1,87.5,47.7,37,90,4,47.7,37,90,44.3,47.1,87.5
400278656,2013,1,4,"TOR","CLE","home","home",1,39.3,34.8,76.5,41.9,33.3,63,4,39.3,34.8,76.5,41.9,33.3,63
400278878,2013,1,4,"CHI","TOR","away","away",1,43,58.8,70,51.4,38.9,83.3,10,51.4,38.9,83.3,43,58.8,70
400278927,2013,1,4,"MIL","DEN","away","away",1,42,34.3,65.2,43.5,42.9,69.6,19,43.5,42.9,69.6,42,34.3,65.2
400488901,2014,1,4,"NJ","MIA","home","home",1,48.5,50,69.2,47.8,50,80.6,3,48.5,50,69.2,47.8,50,80.6
400488927,2014,1,4,"NY","CHA","away","away",1,42.7,28.6,82.6,42.3,38.1,81,15,42.3,38.1,81,42.7,28.6,82.6
400488996,2014,1,4,"NY","HOU","away","away",1,43.7,40,81.5,45.6,32.1,86.4,5,45.6,32.1,86.4,43.7,40,81.5
400489025,2014,1,4,"OKC","DEN","home","home",1,40.9,48.1,81.3,48.2,34.8,58.1,3,40.9,48.1,81.3,48.2,34.8,58.1
400489244,2014,1,5,"TOR","CHA","away","away",1,42.7,23.1,70,45.7,53.3,64.7,16,45.7,53.3,64.7,42.7,23.1,70
400489284,2014,1,4,"MIA","ATL","away","home",0,50.5,34.5,65.5,48.4,50,73.7,8,48.4,50,73.7,50.5,34.5,65.5
400489313,2014,1,4,"ATL","CHA","away","home",0,40.7,41,82.4,43.3,38.5,72.7,16,43.3,38.5,72.7,40.7,41,82.4
400489321,2014,1,4,"CLE","GS","away","away",1,41.3,62.5,85.7,44.2,30.3,73.7,16,44.2,30.3,73.7,41.3,62.5,85.7
